,open,high,low,close,volume,money
2017-07-19,4.59,4.66,4.56,4.59,276098191.0,1272124086.0
2017-07-20,4.59,4.62,4.55,4.61,201263957.0,923684742.0
2017-07-21,4.6,4.67,4.59,4.65,144901137.0,672091115.0
2017-07-24,4.64,4.74,4.64,4.7,196265963.0,923957625.0
2017-07-25,4.71,4.87,4.71,4.78,280373723.0,1343183304.0
2017-07-26,4.78,4.93,4.76,4.88,257427902.0,1252080193.0
2017-07-27,4.86,4.87,4.78,4.82,209489556.0,1009318855.0
2017-07-28,4.8,4.88,4.73,4.84,168928279.0,813887749.0
2017-07-31,4.82,4.87,4.8,4.8,140639080.0,680532268.0
2017-08-01,4.8,4.85,4.8,4.85,159629245.0,770611801.0
2017-08-02,4.85,4.97,4.84,4.97,253429305.0,1251334053.0
2017-08-03,4.97,5.04,4.89,4.93,184159516.0,912529257.0
2017-08-04,4.91,4.95,4.89,4.94,130377780.0,642953154.0
2017-08-07,4.92,4.95,4.85,4.93,126797410.0,623270422.0
2017-08-08,4.91,4.98,4.85,4.95,135681673.0,667331920.0
2017-08-09,4.93,4.94,4.81,4.83,158922992.0,774263820.0
2017-08-10,4.83,4.86,4.73,4.81,178508781.0,854624699.0
2017-08-11,4.76,4.86,4.7,4.84,255226667.0,1215122180.0
2017-08-14,4.8,4.84,4.74,4.79,167757401.0,802259124.0
2017-08-15,4.79,4.97,4.79,4.89,298415754.0,1465479916.0
2017-08-16,4.89,4.97,4.84,4.91,166502231.0,818380832.0
2017-08-17,4.91,4.93,4.87,4.9,69466299.0,340043653.0
2017-08-18,4.87,4.93,4.84,4.9,104949556.0,512952158.0
2017-08-21,4.87,4.93,4.85,4.91,85405600.0,416956132.0
2017-08-22,4.9,4.97,4.88,4.96,99001985.0,488014186.0
2017-08-23,4.95,5.11,4.94,5.1,231840864.0,1170020925.0
2017-08-24,5.13,5.19,5.08,5.16,169993862.0,875386355.0
2017-08-25,5.14,5.39,5.14,5.37,311223445.0,1648923607.0
2017-08-28,5.35,5.39,5.23,5.27,402270141.0,2133696964.0
2017-08-29,5.26,5.3,5.21,5.3,196436972.0,1036639115.0
2017-08-30,5.3,5.33,5.14,5.21,301556818.0,1577121146.0
2017-08-31,5.19,5.21,5.09,5.14,290351552.0,1493536355.0
2017-09-01,5.11,5.16,5.02,5.05,389917138.0,1987960684.0
2017-09-04,5.03,5.14,5.02,5.13,242766680.0,1238614676.0
2017-09-05,5.12,5.23,5.11,5.19,268294800.0,1393241003.0
2017-09-06,5.17,5.21,5.13,5.14,141466134.0,728517833.0
2017-09-07,5.14,5.15,5.09,5.13,132922925.0,679893182.0
2017-09-08,5.12,5.18,5.1,5.14,124709004.0,640112794.0
2017-09-11,5.16,5.21,5.13,5.14,201450217.0,1041184834.0
2017-09-12,5.13,5.18,5.08,5.17,165882554.0,849024158.0
2017-09-13,5.15,5.2,5.14,5.17,139747192.0,723510862.0
2017-09-14,5.16,5.21,5.11,5.13,202182288.0,1044554338.0
2017-09-15,5.11,5.11,5.01,5.03,232142831.0,1172719620.0
2017-09-18,5.06,5.07,5.0,5.02,146450469.0,736307003.0
2017-09-19,5.01,5.05,4.94,5.04,243930300.0,1219244260.0
2017-09-20,5.01,5.07,4.99,5.05,137666318.0,693451293.0
2017-09-21,5.04,5.2,5.03,5.19,274151009.0,1410591951.0
2017-09-22,5.18,5.27,5.17,5.21,200917649.0,1049237628.0
2017-09-25,5.19,5.35,5.19,5.33,239580725.0,1262477863.0
2017-09-26,5.31,5.34,5.29,5.29,148601405.0,790098460.0
2017-09-27,5.27,5.28,5.21,5.25,195266948.0,1023715524.0
2017-09-28,5.23,5.28,5.19,5.27,161587393.0,845388054.0
2017-09-29,5.27,5.28,5.2,5.23,157736908.0,825599597.0
2017-10-09,5.47,5.52,5.25,5.32,475287143.0,2549794027.0
2017-10-10,5.31,5.4,5.22,5.35,362521722.0,1927549818.0
2017-10-11,5.33,5.44,5.33,5.41,224944019.0,1211789130.0
2017-10-12,5.39,5.44,5.38,5.41,148574029.0,803900184.0
2017-10-13,5.41,5.42,5.34,5.35,176448056.0,949335467.0
2017-10-16,5.34,5.42,5.32,5.41,206392635.0,1110111572.0
2017-10-17,5.4,5.42,5.35,5.36,166894906.0,899597525.0
2017-10-18,5.38,5.48,5.34,5.48,298083740.0,1616782253.0
2017-10-19,5.45,5.58,5.44,5.53,258645922.0,1428684400.0
2017-10-20,5.51,5.52,5.43,5.44,165340144.0,903955406.0
2017-10-23,5.44,5.48,5.38,5.4,177416238.0,962512348.0
2017-10-24,5.4,5.45,5.39,5.43,179357740.0,972450630.0
2017-10-25,5.41,5.43,5.34,5.37,190237533.0,1022535463.0
2017-10-26,5.35,5.36,5.27,5.27,418495739.0,2217286009.0
2017-10-27,5.27,5.46,5.25,5.4,523455095.0,2808909770.0
2017-10-30,5.39,5.48,5.36,5.45,301911037.0,1641299660.0
2017-10-31,5.44,5.45,5.31,5.32,232606128.0,1247662867.0
2017-11-01,5.33,5.34,5.28,5.31,239819613.0,1272339699.0
2017-11-02,5.31,5.32,5.22,5.31,235072698.0,1240297927.0
2017-11-03,5.29,5.33,5.24,5.32,241160681.0,1273814371.0
2017-11-06,5.28,5.3,5.23,5.27,183108862.0,963361047.0
2017-11-07,5.26,5.32,5.23,5.29,392425739.0,2069480027.0
2017-11-08,5.28,5.31,5.23,5.27,356357499.0,1876195231.0
2017-11-09,5.25,5.26,5.18,5.18,311299770.0,1622576916.0
2017-11-10,5.19,5.19,5.07,5.07,479951805.0,2449725064.0
2017-11-13,5.09,5.21,5.08,5.2,466318586.0,2410240641.0
2017-11-14,5.2,5.21,5.13,5.15,219189831.0,1130754341.0
2017-11-15,5.13,5.19,5.11,5.15,194285185.0,1000239409.0
2017-11-16,5.14,5.15,5.07,5.1,246158016.0,1257739386.0
2017-11-17,5.11,5.27,5.11,5.26,469674267.0,2447884551.0
2017-11-20,5.24,5.35,5.21,5.33,435826574.0,2305443629.0
2017-11-21,5.3,5.38,5.27,5.34,478604088.0,2549098893.0
2017-11-22,5.35,5.48,5.35,5.43,495324487.0,2693415698.0
2017-11-23,5.43,5.5,5.28,5.34,427307821.0,2305971060.0
2017-11-24,5.33,5.34,5.21,5.29,351475917.0,1848711911.0
2017-11-27,5.27,5.27,5.16,5.21,381104799.0,1982702596.0
2017-11-28,5.19,5.21,5.14,5.16,228359319.0,1177612540.0
2017-11-29,5.18,5.22,5.13,5.16,212411450.0,1097060365.0
2017-11-30,5.16,5.17,5.12,5.16,189035687.0,971396079.0
2017-12-01,5.15,5.15,5.11,5.14,187463091.0,960961441.0
2017-12-04,5.12,5.16,5.09,5.14,170471890.0,874427309.0
2017-12-05,5.14,5.27,5.12,5.23,418469561.0,2176145858.0
2017-12-06,5.21,5.23,5.15,5.21,235344852.0,1221972375.0
2017-12-07,5.18,5.2,5.1,5.14,188860477.0,969897035.0
2017-12-08,5.13,5.14,5.11,5.13,178252915.0,913295337.0
2017-12-11,5.13,5.14,5.07,5.14,201128138.0,1025706811.0
2017-12-12,5.13,5.14,5.08,5.09,140809172.0,719258690.0
2017-12-13,5.1,5.15,5.07,5.14,191468831.0,978478214.0
2017-12-14,5.14,5.21,5.13,5.14,168527513.0,870053895.0
2017-12-15,5.13,5.14,5.08,5.1,134016732.0,684416775.0
2017-12-18,5.11,5.16,5.1,5.16,191538169.0,983204991.0
2017-12-19,5.14,5.23,5.14,5.21,312907426.0,1628202576.0
2017-12-20,5.22,5.26,5.18,5.21,217963871.0,1136206448.0
2017-12-21,5.21,5.22,5.18,5.2,168119224.0,874744841.0
2017-12-22,5.21,5.21,5.16,5.16,136095255.0,704959350.0
2017-12-25,5.17,5.26,5.17,5.23,274846393.0,1437036003.0
2017-12-26,5.23,5.32,5.21,5.3,248348235.0,1313822197.0
2017-12-27,5.31,5.36,5.25,5.27,246750739.0,1310856357.0
2017-12-28,5.26,5.35,5.25,5.35,240957110.0,1281417931.0
2017-12-29,5.34,5.42,5.34,5.41,248769003.0,1340016987.0
2018-01-02,5.4,5.57,5.33,5.39,616436480.0,3356778409.0
2018-01-03,5.39,5.51,5.34,5.37,400692990.0,2172614073.0
2018-01-04,5.39,5.39,5.28,5.29,499071425.0,2661279489.0
2018-01-05,5.31,5.33,5.28,5.3,323187017.0,1715071500.0
2018-01-08,5.31,5.32,5.27,5.29,250590135.0,1325134030.0
2018-01-09,5.29,5.33,5.27,5.31,191750415.0,1016901409.0
2018-01-10,5.3,5.4,5.28,5.37,285286341.0,1528503369.0
2018-01-11,5.39,5.44,5.35,5.41,225999600.0,1220745187.0
2018-01-12,5.41,5.49,5.41,5.45,251007842.0,1367945833.0
2018-01-15,5.44,5.65,5.44,5.61,608113540.0,3390801519.0
2018-01-16,5.61,5.75,5.56,5.75,438202418.0,2477463823.0
2018-01-17,5.79,6.09,5.79,5.86,675010649.0,3985715090.0
2018-01-18,5.89,6.23,5.89,6.22,673237917.0,4082204721.0
2018-01-19,6.23,6.28,6.09,6.21,500813061.0,3090202754.0
2018-01-22,6.14,6.41,6.11,6.25,538050573.0,3361424941.0
2018-01-23,6.23,6.57,6.2,6.53,691662397.0,4451129294.0
2018-01-24,6.53,6.68,6.36,6.45,573867664.0,3730795529.0
2018-01-25,6.39,6.47,6.22,6.41,444480785.0,2825420229.0
2018-01-26,6.36,6.58,6.34,6.43,484176581.0,3128361719.0
2018-01-29,6.43,6.7,6.42,6.48,423830089.0,2770750386.0
2018-01-30,6.45,6.47,6.29,6.35,282764710.0,1800131407.0
2018-01-31,6.35,6.54,6.29,6.52,432135874.0,2761036083.0
2018-02-01,6.49,6.71,6.47,6.7,523934009.0,3463752676.0
2018-02-02,6.63,6.69,6.49,6.63,381079136.0,2512792373.0
2018-02-05,6.52,6.77,6.5,6.76,467969471.0,3129790805.0
2018-02-06,6.62,6.67,6.45,6.6,779427908.0,5121172363.0
2018-02-07,6.6,6.69,6.1,6.22,730573899.0,4666865512.0
2018-02-08,6.15,6.17,5.83,5.95,620398175.0,3715985911.0
2018-02-09,5.74,5.86,5.61,5.82,693183286.0,3985698498.0
2018-02-12,5.79,5.85,5.68,5.76,406520679.0,2344434626.0
2018-02-13,5.81,6.0,5.79,5.93,486194749.0,2865744342.0
2018-02-14,5.92,6.02,5.87,6.0,207105193.0,1234093936.0
2018-02-22,6.13,6.17,6.07,6.1,292080927.0,1789568288.0
2018-02-23,6.13,6.14,6.04,6.11,217348300.0,1324991245.0
2018-02-26,6.16,6.25,6.05,6.12,321656297.0,1973958671.0
2018-02-27,6.1,6.13,5.85,5.92,394252134.0,2345465632.0
2018-02-28,5.85,5.9,5.78,5.82,276854376.0,1615860477.0
2018-03-01,5.78,5.89,5.75,5.83,218472638.0,1275672236.0
2018-03-02,5.76,5.86,5.74,5.82,187726573.0,1089812841.0
2018-03-05,5.82,5.86,5.69,5.77,235451997.0,1357444336.0
2018-03-06,5.8,5.82,5.65,5.71,503051474.0,2875033346.0
2018-03-07,5.75,5.87,5.74,5.78,451136734.0,2620109832.0
2018-03-08,5.8,5.82,5.68,5.71,264575983.0,1517502717.0
2018-03-09,5.74,5.76,5.69,5.71,211329012.0,1209625214.0
2018-03-12,5.75,5.77,5.62,5.65,506422230.0,2890852262.0
2018-03-13,5.66,5.74,5.65,5.67,336870634.0,1916691862.0
2018-03-14,5.63,5.67,5.58,5.61,221909849.0,1245072024.0
2018-03-15,5.59,5.64,5.58,5.63,174289864.0,979426517.0
2018-03-16,5.63,5.63,5.54,5.55,188358517.0,1051740274.0
2018-03-19,5.53,5.59,5.49,5.58,172521269.0,955871368.0
2018-03-20,5.54,5.7,5.53,5.69,288426998.0,1628315187.0
2018-03-21,5.71,5.74,5.61,5.66,267648654.0,1519914850.0
2018-03-22,5.66,5.66,5.55,5.64,224919424.0,1259729602.0
2018-03-23,5.53,5.54,5.36,5.49,406554011.0,2219790458.0
2018-03-26,5.43,5.48,5.19,5.25,459612802.0,2431016333.0
2018-03-27,5.31,5.34,5.16,5.21,424509439.0,2218556532.0
2018-03-28,5.16,5.32,5.14,5.21,431520269.0,2261921883.0
2018-03-29,5.23,5.44,5.16,5.31,539601133.0,2858443177.0
2018-03-30,5.32,5.36,5.28,5.31,271316724.0,1443446371.0
2018-04-02,5.3,5.34,5.17,5.2,344756861.0,1803979996.0
2018-04-03,5.14,5.18,5.09,5.13,268469808.0,1376478110.0
2018-04-04,5.14,5.18,5.09,5.12,223097537.0,1146884490.0
2018-04-09,5.13,5.15,5.1,5.11,181776894.0,931084508.0
2018-04-10,5.11,5.34,5.1,5.34,375607056.0,1964939852.0
2018-04-11,5.34,5.49,5.33,5.44,388351123.0,2100124358.0
2018-04-12,5.42,5.43,5.27,5.3,237956765.0,1273076622.0
2018-04-13,5.34,5.36,5.23,5.26,196877649.0,1039652829.0
2018-04-16,5.23,5.23,5.04,5.07,450291862.0,2296424132.0
2018-04-17,5.07,5.11,5.01,5.05,226640311.0,1147983626.0
2018-04-18,5.12,5.16,5.07,5.13,359160389.0,1836848246.0
2018-04-19,5.13,5.21,5.13,5.16,245865799.0,1271554923.0
2018-04-20,5.14,5.18,5.07,5.16,220149153.0,1129784454.0
2018-04-23,5.12,5.27,5.11,5.25,272947839.0,1423659690.0
2018-04-24,5.27,5.43,5.23,5.3,612807067.0,3262784574.0
2018-04-25,5.26,5.27,5.19,5.22,239155914.0,1249453222.0
2018-04-26,5.22,5.23,5.14,5.19,235581516.0,1218654222.0
2018-04-27,5.19,5.26,5.14,5.23,252028400.0,1307657116.0
2018-05-02,5.28,5.31,5.2,5.21,197075438.0,1033807846.0
2018-05-03,5.21,5.24,5.15,5.19,171770727.0,892588509.0
2018-05-04,5.17,5.2,5.14,5.15,150932581.0,778490615.0
2018-05-07,5.15,5.2,5.1,5.19,219849624.0,1132764885.0
2018-05-08,5.19,5.3,5.15,5.21,370277370.0,1938029640.0
2018-05-09,5.22,5.23,5.18,5.22,167586283.0,872576939.0
2018-05-10,5.24,5.27,5.19,5.23,174956036.0,914792868.0
2018-05-11,5.24,5.32,5.22,5.29,319740184.0,1690257018.0
2018-05-14,5.31,5.36,5.26,5.29,286591629.0,1520366403.0
2018-05-15,5.3,5.35,5.27,5.31,234417367.0,1244723970.0
2018-05-16,5.29,5.29,5.21,5.23,183745617.0,964628887.0
2018-05-17,5.24,5.24,5.18,5.21,160676194.0,835994403.0
2018-05-18,5.19,5.28,5.17,5.27,165431830.0,865674057.0
2018-05-21,5.3,5.3,5.22,5.26,244764240.0,1289062932.0
2018-05-22,5.24,5.25,5.18,5.21,212346858.0,1103615932.0
2018-05-23,5.19,5.2,5.1,5.1,290361687.0,1489993006.0
2018-05-24,5.11,5.13,5.02,5.03,272412612.0,1377893276.0
2018-05-25,5.02,5.06,5.0,5.04,206251141.0,1036800692.0
2018-05-28,5.02,5.05,5.0,5.02,157826750.0,792088828.0
2018-05-29,5.01,5.02,4.9,5.0,345782499.0,1713198830.0
2018-05-30,4.93,4.97,4.9,4.91,167612557.0,827711227.0
2018-05-31,4.93,4.95,4.89,4.93,216997377.0,1068918820.0
2018-06-01,4.92,4.97,4.89,4.92,200754374.0,989445886.0
2018-06-04,4.93,4.99,4.92,4.97,234127644.0,1161090034.0
2018-06-05,4.98,5.0,4.93,4.97,168452339.0,835579978.0
2018-06-06,4.96,4.96,4.93,4.93,146809062.0,725281259.0
2018-06-07,4.94,4.99,4.93,4.96,187492819.0,929255910.0
2018-06-08,4.94,4.95,4.86,4.87,231617559.0,1131400542.0
2018-06-11,4.86,4.88,4.81,4.87,140929305.0,682975416.0
2018-06-12,4.87,4.89,4.84,4.88,133823867.0,651384560.0
2018-06-13,4.87,4.87,4.82,4.87,156441146.0,757652100.0
2018-06-14,4.83,4.93,4.83,4.9,160965955.0,785016596.0
2018-06-15,4.89,5.0,4.88,4.97,320427648.0,1589976530.0
2018-06-19,4.93,5.02,4.89,5.0,543255071.0,2701231480.0
2018-06-20,4.97,4.99,4.93,4.96,156595934.0,775845309.0
2018-06-21,4.96,5.0,4.93,4.95,159978101.0,795973903.0
2018-06-22,4.93,4.95,4.91,4.94,143252084.0,705564433.0
2018-06-25,4.96,4.98,4.81,4.83,196914805.0,962182102.0
2018-06-26,4.8,4.8,4.67,4.73,230908463.0,1092349079.0
2018-06-27,4.71,4.72,4.6,4.63,222101701.0,1031488535.0
2018-06-28,4.6,4.61,4.52,4.53,182086764.0,831716813.0
2018-06-29,4.55,4.65,4.55,4.64,149500731.0,687593339.0
2018-07-02,4.62,4.62,4.4,4.43,208228797.0,939745712.0
2018-07-03,4.44,4.48,4.4,4.48,253510646.0,1127775219.0
2018-07-04,4.47,4.53,4.46,4.5,141777264.0,639122725.0
2018-07-05,4.51,4.61,4.5,4.56,213923615.0,972388008.0
2018-07-06,4.56,4.66,4.52,4.61,220835047.0,1013399712.0
2018-07-09,4.63,4.83,4.63,4.82,247216121.0,1174157841.0
2018-07-10,4.85,4.86,4.76,4.81,147942638.0,709528373.0
2018-07-11,4.72,4.81,4.7,4.78,174384915.0,831407573.0
2018-07-12,4.77,4.94,4.76,4.93,244826425.0,1199927563.0
2018-07-13,4.96,4.97,4.86,4.88,160233002.0,783719147.0
2018-07-16,4.85,4.87,4.74,4.76,190785925.0,912275287.0
2018-07-17,4.76,4.77,4.71,4.76,111869711.0,530286625.0
2018-07-18,4.77,4.84,4.76,4.76,105853466.0,507877468.0
2018-07-19,4.77,4.78,4.68,4.71,119340426.0,563235878.0
2018-07-20,4.7,5.02,4.67,4.98,393812999.0,1922223457.0
2018-07-23,4.99,5.2,4.94,5.1,431070677.0,2191821315.0
2018-07-24,5.12,5.22,5.08,5.11,289249495.0,1486706112.0
2018-07-25,5.11,5.13,5.05,5.12,209183157.0,1065617545.0
2018-07-26,5.12,5.17,5.01,5.05,219368506.0,1111538907.0
2018-07-27,5.03,5.07,5.01,5.04,125483418.0,632774801.0
2018-07-30,5.03,5.14,5.03,5.09,188021161.0,956312739.0
2018-07-31,5.09,5.17,5.03,5.14,144068667.0,736427123.0
2018-08-01,5.14,5.2,5.04,5.05,181022799.0,928819142.0
2018-08-02,5.03,5.04,4.93,4.95,164567198.0,818683972.0
2018-08-03,4.95,5.04,4.94,4.99,177613412.0,889834111.0
2018-08-06,5.02,5.1,4.97,5.02,151253802.0,762142310.0
2018-08-07,5.02,5.1,4.95,5.1,242479682.0,1216576016.0
2018-08-08,5.06,5.08,5.01,5.02,133253144.0,671774821.0
2018-08-09,4.98,5.08,4.97,5.07,166629767.0,840654618.0
2018-08-10,5.05,5.07,4.98,5.01,171248995.0,858992392.0
2018-08-13,4.98,4.98,4.83,4.92,240580819.0,1177448310.0
2018-08-14,4.89,4.91,4.83,4.9,166998498.0,812656956.0
2018-08-15,4.88,4.88,4.81,4.82,171458350.0,830116651.0
2018-08-16,4.75,4.85,4.73,4.8,216811625.0,1038415577.0
2018-08-17,4.83,4.83,4.77,4.79,153920101.0,739626562.0
2018-08-20,4.82,4.91,4.79,4.88,167035425.0,810195905.0
2018-08-21,4.9,4.94,4.87,4.92,163411036.0,804435697.0
2018-08-22,4.92,4.96,4.86,4.91,85237823.0,417623000.0
2018-08-23,4.9,4.96,4.89,4.92,100120256.0,492518601.0
2018-08-24,4.91,5.03,4.87,5.0,188046257.0,933085403.0
2018-08-27,5.0,5.04,4.94,5.03,217179791.0,1087290304.0
2018-08-28,5.03,5.07,5.0,5.02,132663240.0,667682694.0
2018-08-29,5.01,5.02,4.96,5.0,77981507.0,388541937.0
2018-08-30,4.99,5.01,4.9,4.92,130824212.0,646696764.0
2018-08-31,4.88,4.99,4.88,4.95,236656690.0,1168298958.0
2018-09-03,4.93,4.98,4.91,4.94,119725424.0,591034971.0
2018-09-04,4.94,4.98,4.88,4.95,140544392.0,692475397.0
2018-09-05,4.93,4.94,4.87,4.87,129218932.0,632498333.0
2018-09-06,4.85,4.89,4.83,4.85,94434818.0,458841635.0
2018-09-07,4.86,4.9,4.84,4.87,94719699.0,461299835.0
2018-09-10,4.86,4.92,4.83,4.86,116960602.0,570727308.0
2018-09-11,4.86,4.91,4.83,4.86,102264942.0,497613979.0
2018-09-12,4.83,4.85,4.81,4.82,110794318.0,534499953.0
2018-09-13,4.86,4.9,4.83,4.89,126115783.0,612783452.0
2018-09-14,4.91,4.91,4.87,4.89,74816133.0,365783310.0
2018-09-17,4.88,4.89,4.83,4.84,91740402.0,445943662.0
2018-09-18,4.85,4.91,4.83,4.91,123746540.0,601913118.0
2018-09-19,4.89,4.97,4.88,4.95,194186138.0,959117251.0
2018-09-20,4.95,5.03,4.95,5.0,162245431.0,809829138.0
2018-09-21,5.02,5.23,4.96,5.23,360848296.0,1848963749.0
2018-09-25,5.16,5.21,5.13,5.16,232649057.0,1202612205.0
2018-09-26,5.18,5.25,5.15,5.19,255613696.0,1331842938.0
2018-09-27,5.18,5.2,5.1,5.18,142596516.0,735440798.0
2018-09-28,5.18,5.28,5.17,5.25,219692872.0,1149909897.0
2018-10-08,5.13,5.13,5.03,5.06,241159872.0,1224027957.0
2018-10-09,5.03,5.08,5.01,5.03,162418599.0,818145013.0
2018-10-10,5.04,5.08,5.02,5.05,159075231.0,802739697.0
2018-10-11,4.93,5.0,4.88,4.92,260467552.0,1286482198.0
2018-10-12,4.92,5.05,4.92,5.03,181367111.0,902635315.0
2018-10-15,5.03,5.03,4.94,4.94,115983450.0,576406049.0
2018-10-16,4.94,5.03,4.93,4.96,111672245.0,556342930.0
2018-10-17,5.01,5.03,4.9,4.94,205356250.0,1019074792.0
2018-10-18,4.93,4.94,4.87,4.87,164525950.0,807226980.0
2018-10-19,4.87,5.03,4.81,4.99,272770828.0,1345285816.0
2018-10-22,5.01,5.17,5.01,5.13,304557177.0,1556976411.0
2018-10-23,5.13,5.15,4.96,4.98,224710033.0,1134478169.0
2018-10-24,4.97,5.16,4.96,5.12,289341406.0,1474702211.0
2018-10-25,5.03,5.16,4.98,5.14,241881915.0,1230959597.0
2018-10-26,5.15,5.24,5.07,5.18,218862501.0,1122075310.0
2018-10-29,5.16,5.23,5.03,5.08,204614290.0,1046638853.0
2018-10-30,5.11,5.17,5.06,5.13,166664785.0,852383405.0
2018-10-31,5.11,5.14,5.08,5.13,166536892.0,851804604.0
2018-11-01,5.14,5.16,5.05,5.07,213787141.0,1089281160.0
2018-11-02,5.13,5.15,5.04,5.13,374041615.0,1910514643.0
2018-11-05,5.11,5.12,5.04,5.06,208510680.0,1057512736.0
2018-11-06,5.07,5.08,5.01,5.03,173714463.0,873981044.0
2018-11-07,5.03,5.07,5.01,5.03,167788794.0,844666274.0
2018-11-08,5.03,5.06,5.02,5.03,134326794.0,676676589.0
2018-11-09,4.98,4.98,4.83,4.87,450248024.0,2191481176.0
2018-11-12,4.83,4.89,4.83,4.88,210107136.0,1020680555.0
2018-11-13,4.83,4.93,4.83,4.9,216021924.0,1052653345.0
2018-11-14,4.89,4.89,4.83,4.83,194637285.0,944287680.0
2018-11-15,4.83,4.87,4.83,4.87,132716117.0,644050300.0
2018-11-16,4.87,4.9,4.85,4.86,153275675.0,747277332.0
2018-11-19,4.88,4.93,4.87,4.93,194231210.0,952026363.0
2018-11-20,4.91,4.92,4.83,4.87,157237348.0,766521317.0
2018-11-21,4.83,4.89,4.83,4.88,107999326.0,526255183.0
2018-11-22,4.89,4.9,4.85,4.88,87179339.0,424623560.0
2018-11-23,4.88,4.88,4.84,4.85,98616914.0,479130038.0
2018-11-26,4.87,4.9,4.85,4.87,95823124.0,466946502.0
2018-11-27,4.87,4.87,4.84,4.85,72620345.0,352717518.0
2018-11-28,4.85,4.88,4.84,4.87,85632600.0,416929666.0
2018-11-29,4.89,4.9,4.84,4.85,89481377.0,435063214.0
2018-11-30,4.84,4.87,4.83,4.85,67203844.0,326057560.0
2018-12-03,4.93,4.95,4.9,4.93,244229029.0,1203130644.0
2018-12-04,4.93,4.94,4.92,4.93,105820200.0,521579413.0
2018-12-05,4.9,4.93,4.89,4.92,104232917.0,511551963.0
2018-12-06,4.87,4.91,4.85,4.87,123764202.0,602594757.0
2018-12-07,4.87,4.89,4.85,4.87,65463503.0,318833133.0
2018-12-10,4.83,4.86,4.83,4.85,88834226.0,430647457.0
2018-12-11,4.85,4.86,4.83,4.85,66676741.0,323017442.0
2018-12-12,4.86,4.87,4.84,4.86,68332562.0,332160888.0
2018-12-13,4.87,4.92,4.86,4.91,107247922.0,524792111.0
2018-12-14,4.88,4.9,4.86,4.87,82556014.0,402565671.0
2018-12-17,4.85,4.89,4.84,4.89,89954297.0,438320427.0
2018-12-18,4.87,4.88,4.85,4.87,107311254.0,522120363.0
2018-12-19,4.88,4.89,4.84,4.85,107976845.0,526282004.0
2018-12-20,4.85,4.87,4.73,4.76,203548447.0,971134825.0
2018-12-21,4.73,4.74,4.64,4.73,222034803.0,1037461964.0
2018-12-24,4.68,4.76,4.66,4.75,118852475.0,559448435.0
2018-12-25,4.7,4.79,4.7,4.76,182616775.0,864574243.0
2018-12-26,4.75,4.81,4.74,4.8,98705189.0,472229363.0
2018-12-27,4.83,4.84,4.8,4.81,111694740.0,538020359.0
2018-12-28,4.83,4.86,4.82,4.82,122507963.0,592871422.0
2019-01-02,4.83,4.83,4.71,4.73,124323637.0,589032055.0
2019-01-03,4.72,4.76,4.71,4.73,103611464.0,489960755.0
2019-01-04,4.72,4.81,4.69,4.8,134491776.0,639955298.0
2019-01-07,4.83,4.83,4.76,4.77,109814591.0,525367219.0
2019-01-08,4.78,4.78,4.72,4.73,124030945.0,586983187.0
2019-01-09,4.74,4.82,4.73,4.79,193533353.0,927673984.0
2019-01-10,4.77,4.79,4.73,4.75,92181188.0,438941576.0
2019-01-11,4.76,4.78,4.74,4.77,92148166.0,438851591.0
2019-01-14,4.79,4.79,4.72,4.73,104509163.0,495446484.0
2019-01-15,4.74,4.78,4.73,4.76,130602494.0,620636208.0
2019-01-16,4.76,4.77,4.74,4.77,95961607.0,456703388.0
2019-01-17,4.78,4.83,4.75,4.78,183780259.0,880743740.0
2019-01-18,4.8,4.92,4.78,4.91,276553635.0,1347139882.0
2019-01-21,4.93,4.99,4.92,4.96,233542307.0,1155980186.0
2019-01-22,4.97,4.97,4.89,4.91,153281871.0,755135234.0
2019-01-23,4.92,4.96,4.91,4.95,137728196.0,680815339.0
2019-01-24,4.97,4.98,4.93,4.97,97563127.0,484066271.0
2019-01-25,4.99,5.08,4.99,5.03,183025048.0,922146109.0
2019-01-28,5.1,5.13,4.99,5.01,180082990.0,911337389.0
2019-01-29,5.02,5.06,4.99,5.04,142871041.0,717789267.0
2019-01-30,5.04,5.07,5.02,5.05,150888463.0,762016503.0
2019-01-31,5.07,5.19,5.05,5.15,247258056.0,1270118548.0
2019-02-01,5.17,5.19,5.11,5.14,157811515.0,811725290.0
2019-02-11,5.12,5.14,5.06,5.13,131329675.0,671400319.0
2019-02-12,5.13,5.15,5.09,5.14,92911584.0,476043887.0
2019-02-13,5.14,5.23,5.11,5.2,193050149.0,996024200.0
2019-02-14,5.18,5.19,5.13,5.14,170713499.0,878284583.0
2019-02-15,5.13,5.13,4.99,5.02,234025791.0,1182691504.0
2019-02-18,5.04,5.1,5.03,5.1,205844094.0,1043454663.0
2019-02-19,5.09,5.13,5.05,5.07,233602655.0,1186283471.0
2019-02-20,5.08,5.1,5.05,5.07,117377551.0,595932403.0
2019-02-21,5.07,5.11,5.04,5.06,173889828.0,881970594.0
2019-02-22,5.05,5.05,4.98,5.05,327683257.0,1643297727.0
2019-02-25,5.07,5.37,5.07,5.37,743539757.0,3865185131.0
2019-02-26,5.36,5.37,5.23,5.25,503645953.0,2666027060.0
2019-02-27,5.26,5.4,5.22,5.29,528900899.0,2799706270.0
2019-02-28,5.27,5.31,5.2,5.23,306150653.0,1607625827.0
